标注人_0,标注人_1,appid,序号,url,title,desc,0_场景,1_场景,0_行业,1_行业
myy,zz,09bd429c-a470-4f51-b2d5-8fa18c853de8,25,http://www.rabbitpre.com/m/QuiFBI3Vb,秒变“迷妹”！不是我夸，海口真的是越来越美了...,,政府事务,政府事务,政府综合服务,
myy,zz,46660dd2-8677-4b53-9c27-3cb78eb8dbe4,26,http://www.rabbitpre.com/m/f62F37A2n,社团联合会,外联部！,校园事务,校园事务,学校教育,应试及考试培训
myy,zz,d0d037b2-51b1-4803-84c0-d791769d4ff9,27,http://www.rabbitpre.com/m/QmNmryVvn,双响炮——海宝电动车,极致动感的选择，双响炮爆破登场！ ,产品推广,产品推广,非机动车,汽车
myy,zz,596b1bd4-ec33-4426-8e90-d4c4d7736575,28,http://www.rabbitpre.com/m/vizFJRYfP,贝思德壁纸新品上市 全国部分区域招代理,墨艺品牌新品火爆上市！全国部分地区隆重招商！招商！招商！重要的事情说三遍！,产品推广,产品推广,家居软饰,家装建材
myy,zz,c3f140c6-c3f6-4626-9c6e-3c78a06285eb,30,http://www.rabbitpre.com/m/ayjjzV3zw,好工作靠前程无忧！,"GOOD CHOICE,GOOD JOB",产品推广,产品推广,实业平台,实业平台
myy,zz,ca4a0955-8bd7-4720-8de6-14d92bffd786,31,http://www.rabbitpre.com/m/VRmrMA2bC,《钢甲小龙侠》,三宝玩具《钢甲小龙侠》动漫热闹上市，十二款生肖主角快来拥有吧！,产品推广,产品推广,影视,影视
myy,zz,132fbccd-9121-4894-965b-be633529d448,32,http://www.rabbitpre.com/m/jjVJZnzFH,❤祝你❤七夕情人节快乐❤,,节日祝福,心灵鸡汤,无行业,
myy,zz,fb13929a-a7ee-4781-9e81-76aa9306f777,33,http://www.rabbitpre.com/m/Y3FfMAuiQ,圣诞邀请卡,欢迎您的到来,其他宴请,个人其他,无行业,
myy,zz,ea5c67fd-cec4-48ec-8d68-745c19fb81ee,34,http://www.rabbitpre.com/m/aA32Mzt,“优秀医学著作暨文献检索、SCI论文”学术会议邀请函,“优秀医学著作暨文献检索、SCI论文”学术会议邀请函,行业论坛,行业论坛,科研,医疗
myy,zz,a2ea217f-c21e-4124-931d-bc9019c510d3,35,http://www.rabbitpre.com/m/vqi7QI3Fq,埃米国际影城,万名会员征集,产品推广,产品推广,电影院,影视
myy,zz,0a0c0ec5-e81a-4683-b38f-ea2dd8c9dada,36,http://www.rabbitpre.com/m/uEJZB2NYf,庆祝国庆67周年，购买江淮轻卡最高可享1.9万优惠,庆祝国庆67周年，海南雄风江淮轻卡特给超值让利，最高可享1.9万元大礼包，与国同庆，您还等什么？,节日祝福,产品推广,汽车服务,汽车
myy,zz,7216c79c-9c02-467a-bf42-433f1e3eeca3,37,http://www.rabbitpre.com/m/ayiAf22,这是一道送酒题！,500个中奖名额等你来！,产品推广,产品推广,酒,酒
myy,zz,5d67817a-2841-4926-b773-a096b6e6fc38,38,http://www.rabbitpre.com/m/mrEJvUZRI,快餐类,"阳春快餐H5,",产品推广,产品推广,餐饮,餐饮
myy,zz,0a8cf90c-d55d-4c1b-b6bf-30166e40f7ad,39,http://www.rabbitpre.com/m/rIJNZvB,快充+曲面屏+窄边框，索爱M6 Plus 震撼上市,颠覆手机行业AR技术,产品推广,产品推广,3C产品,3C产品
myy,zz,08c68735-4ee9-4236-b300-2d4107bd5bfc,40,http://www.rabbitpre.com/m/37IRe6mbn,四平手机超市国庆大促 手机0元购,国庆期间，进店即可免费领取高档耳机一副，还可以1元夺宝。四平手机帮您实现购机梦想！,产品推广,产品推广,3C产品,3C产品
myy,zz,8cbde77e-7814-4e0c-b007-e2e71631a32d,41,http://www.rabbitpre.com/m/zeUzaix,"10月29日我去参加了,你也来吧","德国诞生95年的菲林格尔盛情邀请您莅临10月29日[郑州站]--2016收官大促""万人团购会""!",产品推广,产品推广,家装建材,家装建材
myy,zz,2395c1d5-10b9-449d-9697-b306ebf47913,42,http://www.rabbitpre.com/m/NeqaE3z7B,香港皮草广场 · 太原街    招兵买马！,够逼格，你就来！,招聘,招聘,服装相关,购物中心
myy,zz,0751f30e-7aa5-4434-99d0-4514743a343f,43,http://www.rabbitpre.com/m/3I3aqup,【招聘】用洪荒之力去找工作吧！,"我们什么都有,唯一缺的,就是你······",招聘,招聘,广告,广告
myy,zz,59d349ba-af6e-47f1-8bc4-16f7b3e5973c,44,http://www.rabbitpre.com/m/RFNjI39,正大方盛3.19【大牌裸价日】,同样低价送的更多，同样抽奖我们更真！,产品推广,产品推广,家具,
myy,zz,d9c6c45f-8e4c-4c46-b5ae-6dbf06139cfd,45,http://www.rabbitpre.com/m/AIfUBmbi5,步步高湖南2017校园招聘！,Where are you ? 阳光舞台，职等你来！,招聘,招聘,3C产品,3C产品
myy,zz,0de0c6c4-99fa-42bc-a4d7-4eaad21e9b3d,46,http://www.rabbitpre.com/m/YJRIvyzzE,威露士夏日福利飓风登陆兰州华润万家，8.10我们仁恒见！,威露士携手兰州华润万家大型员工及亲友福利内购会开始啦！冰点低价，零利回馈员工，快来！,产品推广,产品推广,清洁洗涤,清洁洗涤
myy,zz,e0271626-e98f-4c2e-8475-c994dde1f440,47,http://www.rabbitpre.com/m/BrEFB3D,V-Hot,加入V-Hot！我们一起用实力见证未来！,产品推广,产品推广,餐饮,餐饮
myy,zz,c2ed46a8-fd95-48e9-89f6-0b5a2701b98b,48,http://www.rabbitpre.com/m/7Jvyyif,太阳虽远，但必有太阳,口口声声说学历算个屁，心里却还是不甘心。,产品推广,产品推广,内容平台,应试及考试培训
myy,zz,cccebf20-caaa-4ff6-8d99-50e6b8085aff,49,http://www.rabbitpre.com/m/ANFjErO,天一志远-会计代理记账、财税外包、财税顾问、企业信息化服务等,,产品推广,产品推广,会计,审计
myy,zz,1f8f749d-68ef-402d-8ade-0e3218e7a68c,50,http://www.rabbitpre.com/m/aMIRmbEnw,诸城检车新变革，有车一族请关注！,.,产品推广,产品推广,汽车服务,交通
myy,zz,aaccf5ed-e35f-482c-b453-cafaab70c782,51,http://www.rabbitpre.com/m/VBrumyh,阳光给你简单的幸福,幸福，触手可及，你准备好了吗？,招聘,招聘,保险,保险
myy,zz,05a7d47b-3ce8-4aa8-93de-1f2972739498,52,http://www.rabbitpre.com/m/Q7ZnuaE,史上最长生日派对,,产品推广,产品推广,能源,材料
myy,zz,396c91d1-7957-4afd-93c9-dd47a3ce8f8c,53,http://www.rabbitpre.com/m/3NAAmNAI8,9.8【“厦”末邂逅•勇“港”说爱】联谊活动回顾,9.8【“厦”末邂逅•勇“港”说爱】联谊活动回顾。,相亲,行业展会,无行业,内容平台
myy,zz,501a0fd4-ecc7-4297-b2ba-1a6d097ef5a0,54,http://www.rabbitpre.com/m/ueIZJrR,同花顺销售专场招聘,欢迎加入同花顺,招聘,招聘,互联网金融,内容平台
myy,zz,25b9308a-7695-4beb-97d5-64b14a31a0ba,55,http://www.rabbitpre.com/m/z6Zveal,江苏省云南商会第一届会员代表大会暨第一次理事会,江苏省云南商会第一届会员代表大会暨第一次理事会邀请函,行业论坛,产品推广,政府综合服务,
myy,zz,f30ef8db-15d2-4bd2-8cc3-ef701f0a4e26,56,http://www.rabbitpre.com/m/3FBQAInbx,金羊是如何炼成的？一只羊成“精”的故事！,有机、精选、自由散养、GPS视频监控、排酸、小包装、全部位精细分割！“精”而美！优品.限量供应！,产品推广,产品推广,生鲜水果,农业
myy,zz,966bc801-52b7-4d26-928d-8df20b3eb105,58,http://www.rabbitpre.com/m/N7jUNze,这个国庆，再不去九山就晚了！,弥河之源，大美九山，绿水青山，金山银山。,朋友聚会,产品推广,旅游,旅游
myy,zz,d25b5b04-fbda-4692-99d8-f33839102310,59,http://www.rabbitpre.com/m/En7eEn7Yq,南通星光耀广场，网红诞生记！,星光耀广场，开启完美新生活,产品推广,产品推广,购物中心,零售渠道
myy,zz,d22fae57-9441-4aa6-88e4-e5e6063b74df,60,http://www.rabbitpre.com/m/7mVvURmzO,天江药业2017校园招聘,,招聘,招聘,医药用品,医药用品
myy,zz,c4f3811e-aeb9-43ec-ac09-941f15d87292,61,http://www.rabbitpre.com/m/izjVJviz3,小优成长记,优卡丹成长记,产品推广,产品推广,医药用品,医药用品
myy,zz,3c4d6ba8-6e32-456c-891e-6ffb32f987ef,62,http://www.rabbitpre.com/m/aUnIbac,揭阳金夫人婚纱摄影《碧海南湾》浪漫海景基地,揭阳金夫人婚纱摄影《碧海南湾》浪漫海景基地,产品推广,产品推广,摄影,摄影
myy,zz,42c69467-68cc-458f-a422-30691ec6c860,63,http://www.rabbitpre.com/m/N7RVfm0,以纯童装品牌手册,,产品推广,产品推广,服装,服装
myy,zz,1e232194-2b45-408f-b222-baa5fb2f8c9e,64,http://www.rabbitpre.com/m/zj7YZvEfN,浪漫女人节，资生堂满200省40,浪漫女人节，蓝天化妆品连锁携手资生堂满200省40,产品推广,产品推广,护肤,护肤
myy,zz,344ba23c-6c9c-4ef2-b8d2-36eab50596f4,65,http://www.rabbitpre.com/m/Mm7AeyrqU,保税全球购V4创新型商业模式全球启动会,坤山集团2016 V4创新型商业模式全球启动会将于9.23日正式举行，跨境营销大咖在此恭候！,招商,产品推广,电商,电商
myy,zz,67cbabce-7265-4867-b002-9e3e1e676af6,66,http://www.rabbitpre.com/m/6r6RruJ,涅槃重生   惠馈全城, 华力集团  至诚为您,产品推广,产品推广,零售渠道,零售渠道
myy,zz,8439596a-d41e-4d9d-9acd-e390a8a968e6,67,http://www.rabbitpre.com/m/BQ2NIReE2,VERO MODA女装春夏连衣裙，免费包邮限量领10000套,@2016 VERO MODA 品牌推广活动 版权所有,产品推广,产品推广,服装,服装
myy,zz,2fe5b593-cc41-499b-a651-7180195e7fa1,68,http://www.rabbitpre.com/m/UZ3VvqUnG,森迈特秋冬大片集结,FASHION引领时尚潮流,产品推广,产品推广,鞋帽,服装
myy,zz,06e57378-74ed-4600-b6b9-331858f7d7c1,69,http://www.rabbitpre.com/m/BQYvaMIZK,邀请函|城迹追踪,奥宸文化品牌分享会,产品推广,产品推广,住宅,住宅
myy,zz,2b2aa134-6bda-41a5-ac5d-1e4ec1e6bc4a,70,http://www.rabbitpre.com/m/JFnuQvb,赣州市邮储银行个商活动季巨献！,素材加工，动画为自己一帧一帧制作。,产品推广,产品推广,银行,银行
myy,zz,8043dab6-65ba-41de-b571-5dc7629c9544,71,http://www.rabbitpre.com/m/mQjuEb4,皇甫幼儿园艺术中心开课了！,皇甫幼儿园艺术中心开课了！你还在等什么？快点加入吧！,产品推广,产品推广,特长或素质培训,应试及考试培训
myy,zz,c071494f-1135-48d7-8930-bebed4a9ca72,72,http://www.rabbitpre.com/m/rAFZFnJ,激情六艺，乐在暑期,六艺青少年体育俱乐部暑期即将开课咯~,产品推广,产品推广,特长或素质培训,特长或素质培训
myy,zz,97d8c844-fd34-44fc-a4d9-850328a2e57e,73,http://www.rabbitpre.com/m/Yvi7IBYvW,2016“体彩大乐透杯”湘鄂渝体育舞蹈公开赛盛大启航,2016年“体彩大乐透杯”湘鄂渝体育舞蹈公开赛开始报名了！快和小伙伴一起来参加吧！,艺术竞赛,艺术竞赛,无行业,
myy,zz,e377e6bc-87c0-4ef4-a6c6-3e32a2f4db6d,74,http://www.rabbitpre.com/m/ZZnNeyV3p,699人工材料全包装修套餐扰动蓉城,699装修套餐强势来袭，扰动蓉城,产品推广,产品推广,家装建材,家装建材
myy,zz,8cf62135-8550-4d0d-a161-edfd75888035,75,http://www.rabbitpre.com/m/zIjMVfc,沙县安然厨电产品促销活动,点我即可知道这一夏有多劲爆！,产品推广,产品推广,家电,家电
myy,zz,d441299b-8ae5-4d20-bcea-6047638021c2,76,http://www.rabbitpre.com/m/qi7QeaUJH,Tsega clothing 七月十五号服装表演秀,青海省西宁市莫佳街凯达广场八楼阿克班玛民族风情宫！,演出,产品推广,服装,服装
myy,zz,05eff3a1-7b5f-47e3-9358-ee3ea70555d2,77,http://www.rabbitpre.com/m/zEnQVvl,乐遇纯K上高店,全国连锁乐遇纯K上高店,产品推广,开业,KTV,KTV
myy,zz,6c46c853-d24e-4067-b6ff-65415cc87a18,78,http://www.rabbitpre.com/m/JJRQmF3VP,山西纳琦环保关爱儿童健康爱心行动,山西纳琦环保关爱儿童健康爱心活动暨启动大会,公益,产品推广,非生活消费品,材料
myy,zz,9dd07cdc-51ce-4e39-a7a4-89dfd25afd19,79,http://www.rabbitpre.com/m/F3iEJn1,西安市临潼区招贤纳士,想拿高工资吗？找我就对了！,招聘,招聘,手机,零售渠道
myy,zz,098d84ff-3bf7-4736-a7c2-3ef0f5110dfa,80,http://www.rabbitpre.com/m/aemUZj,青海茶卡盐湖游记,茶卡盐湖游览散记由高原雪峰倾情制作，可以自动翻页，循环播放，欢迎分享！,个人其它,日记相册,旅游,
myy,zz,479fab71-58d4-4aec-8bd6-30c04c32d35c,81,http://www.rabbitpre.com/m/ER3mIzo,世界上最美好的工作！,施华洛世奇招人啦！,招聘,招聘,珠宝,珠宝
myy,zz,159be5b2-9664-468b-8179-e5c35b722971,82,http://www.rabbitpre.com/m/FVjEVnb,Taisun Invitation,Canton Fair  2.2G15-20 Welcome you,产品推广,产品推广,家庭日用,材料
myy,zz,0c5410cc-7e4a-4357-8c25-094e175221dd,83,http://www.rabbitpre.com/m/nNYRQIRmH,天不遂愿——不低头,北星脊柱梳理有限公司,产品推广,产品推广,医疗,其他生活服务
myy,zz,5bfd7aa1-410a-4c2c-85e7-fb74645d48f8,84,http://www.rabbitpre.com/m/AzEVZfs,2015PHARADH忘年会．邀请函,2015PHARADH忘年会诚邀您的参与,年会/庆典,年会/庆典,家电,3C产品
myy,zz,b8ea561c-78cb-4699-9ff8-5ca5fe5b7c00,85,http://www.rabbitpre.com/m/AnAFfy2,超级大牌联盟：万人疯抢！除了震撼，我们无法承诺太多！,9月16日，超级大牌联盟12大建材家居一线品牌将为您奉上一场万人疯抢采购盛宴！更有直降70%优惠等您,产品推广,产品推广,家装建材,家装建材
myy,zz,2e3f2e3d-b2fb-43c3-b4ab-99dbf5f0849d,86,http://www.rabbitpre.com/m/YbeiQzV,记录：喜桂图少儿舞团走进央视（第一季）,第一季：喜桂图少儿舞团代表林区孩子，第一次走进央视舞台，艺展林城文化底蕴！,日记相册,演出,无行业,戏剧
myy,zz,c45039e5-167c-4661-95b2-6cd83639f6f6,87,http://www.rabbitpre.com/m/EJR2NYnVd,欢网科技2016.3.24活动邀请函,智能导视2.0产品发布会&电视新业态价值挖掘研讨,行业论坛,产品推广,家电,工具软件
myy,zz,d0ca6b82-3ac1-4c0b-b253-0c944de4d8f5,88,http://www.rabbitpre.com/m/UBmriryFa,AMBIO【星球】系列,,产品推广,产品推广,家装建材,家装建材
myy,zz,cb3e31b2-e0e2-4061-8c71-f18af2efff64,89,http://www.rabbitpre.com/m/ZZ3bibqM9,壹厘米音乐主题餐厅,壹厘米，都市丛林中年轻人最浪漫的聚集地……,产品推广,产品推广,餐饮,餐饮
myy,zz,12aac903-f12b-4354-a359-86b5ff4a9d77,90,http://www.rabbitpre.com/m/yrUZfa6A6,名媛淑女成长训练营,一生最奢侈的品牌                     ——优雅的举止、得体的仪态,产品推广,产品推广,特长或素质培训,特长或素质培训
myy,zz,78d6fa89-0939-4907-b8a5-aef2643e1378,91,http://www.rabbitpre.com/m/6mjrMmrE8, 江西新联泰　世界首条一体化钢圈生产基地,世界首条一体化钢圈生产基地,产品推广,产品推广,机械制造,机械制造
myy,zz,3448a64e-c22c-4d23-b280-c1fdf6d5b61a,92,http://www.rabbitpre.com/m/qyrUnzVJ6,佳木斯中燃特大喜讯,,产品推广,产品推广,家电;能源,能源
myy,zz,63f04d85-f421-4f2f-9490-e213f5c3b0ea,93,http://www.rabbitpre.com/m/bM2bEBQeI,爱尚奥尔夫音乐舞蹈艺术中心,,产品推广,产品推广,特长或素质培训,特长或素质培训
myy,zz,8504cdd7-85b6-45d2-b493-d61315bfcbad,94,http://www.rabbitpre.com/m/zjzVfaibB,亚宝药业丁桂品牌产品简介,亚宝药业丁桂品牌产品简介,产品推广,产品推广,医药用品,医药用品
myy,zz,2c559943-9722-40f2-9534-a12820401432,95,http://www.rabbitpre.com/m/rUfa6mNQt,中国大地财险“车+人”系列,中国大地财险精心打造，专属于公司优质客户的配套保障产品，敬请您了解或选择投保。,产品推广,产品推广,保险,保险
myy,zz,33f1db53-be66-427a-becb-a55009e1646f,96,http://www.rabbitpre.com/m/NBVbQnb,《广西故事——百年骑楼 梧州印记》,广西卫视 每周六21：20播出 综艺频道 每周日23：00播出,事务性通知/科普,政府事务,建筑业,
myy,zz,6b68981d-8881-4e20-afdb-7cafd8538f23,97,http://www.rabbitpre.com/m/AV3emir,左社区—1号女神张金艳,,个人其它,个人其他,无行业,
myy,zz,a59af8f3-a11f-43ad-9018-870cb65c429c,98,http://www.rabbitpre.com/m/ZvUfUZvq9,文登维意定制8月20日盛大开业全城钜惠,2016年8月20日文登维意定制盛大开业 ，全城钜惠，惊喜连连，诚邀您的光临。,产品推广,产品推广,家装建材,家装建材
myy,zz,f87bd2ea-0a3d-430b-aeca-456f0c7e8380,99,http://www.rabbitpre.com/m/36Rbayp,北海锦华禅茶客栈,北海锦华禅茶客栈，日照首家禅茶主题滨海精品客栈，电话：0633-8868111,产品推广,产品推广,酒店,酒店
myy,zz,963ce6ce-6e5a-4142-9ac5-fb472d1f80df,100,http://www.rabbitpre.com/m/rq2qUbB,基站建到小区里了?赶紧进来看看！,,事务性通知/科普,公益,无行业,
myy,ljh,d37f6280-67b5-4e56-9adf-96270a5ab4d5,801,http://www.rabbitpre.com/m/M7fURjG,【公布名单】iphone 6S、油卡和行车记录仪，今天来领！,错过今日，只能明年！,产品推广,产品推广,汽车服务,保险
myy,ljh,34672864-8830-49d9-bf61-453446291b22,802,http://www.rabbitpre.com/m/77j2ea8,宝应盛大“郎牌特曲”第二届钓鱼邀请函,,体育竞赛,体育竞赛,酒,无行业
myy,ljh,a7699569-f0f3-41ba-be11-00ccbacfb566,803,http://www.rabbitpre.com/m/3r6IJZfq0,赛车票,珠澳双城送赛车票,体育竞赛,体育竞赛,运动健身,无行业
myy,ljh,2306577a-39e7-429a-8cb2-5bc30c9dd79b,804,http://www.rabbitpre.com/m/aaEfijb6C,锦艺国际轻纺城春节期间封场管理事项,,事务性通知/科普,事务性通知/科普,贸易批发;家纺,家纺
myy,ljh,d8d35249-72f4-4ac6-829a-5d10dcca3371,805,http://www.rabbitpre.com/m/ZReMuUnN1,OPPO超级体验店-落户通州,150平米超大互动体验区！OPPO超级体验店落户通州新城核心商务区！,产品推广,开业,手机,手机
myy,ljh,cde74961-860f-4aab-9e9c-d334c46d5106,806,http://www.rabbitpre.com/m/rqaybi7A6,快来看！快来看！艾佰佳窗帘重装开业，钜惠全城！,开业价就是出厂价！,产品推广,开业;产品推广,家居软饰,家纺;家居软饰
myy,ljh,a114886d-2949-43ec-8e01-85bd832c78e5,807,http://www.rabbitpre.com/m/FJnzr6mz1,创新金融与智能风控发展趋势论坛,创新金融与智能风控发展趋势论坛，10月25日即将拉开帷幕 ，欢迎各位莅临！！！,行业论坛,行业论坛,互联网金融,其它金融服务（待分）
myy,ljh,64685504-0a99-41a4-9744-7f7fde97e98d,808,http://www.rabbitpre.com/m/NbAva2K,农易-资中特产,资中地处四川盆地中部，东邻东兴区和安岳县，南接威远县，西连仁寿县，北靠资阳市。,产品推广,产品推广,生鲜水果;粮油副食;休闲食品,粮油副食;休闲食品
myy,ljh,63fc5126-5a4a-4d40-afc9-05601e3ab9d2,809,http://www.rabbitpre.com/m/6vy6Vrq,职工疗休养报名,重庆：8/22-8/27       粤东巽寮湾：8/22-8/27 腾冲：8/7-8/12,团队展示/团建,团队展示/团建,旅游,医疗
myy,ljh,63433b53-2f96-4392-bef7-36d8809bc4ae,810,http://www.rabbitpre.com/m/ZZvqqizV5,一言不合就送钱，100%现金派！,有钱有免单，有爱有福利，壹房东真金白银实时大派送，来相爱吧,产品推广,产品推广,地产中介,实业平台;地产中介
myy,ljh,bb3e7ae4-cd2d-4529-b83c-d598280b8475,811,http://www.rabbitpre.com/m/3EveY3G,【大牌大聚惠】激情十月，为您约惠,10月22日与您相约京湖大酒店，激情十月，为您约惠，活动热线：7181519,产品推广,产品推广,家装建材,家装建材;家电
myy,ljh,e9ed05fc-34c1-4d62-ae20-47c81a5af9a7,812,http://www.rabbitpre.com/m/2jjVv6eUX,你想去阿里巴巴吗？快参加阿里巴巴寻梦之旅吧！,,产品推广,产品推广,电商,工具软件
myy,ljh,5a182f4d-0b24-43ae-9aaa-9d5c3fd3e24b,813,http://www.rabbitpre.com/m/RuEZ3VnVh,10月28、29日泰瑞德国际医疗集团邀请您参加性感训练营恋上,10月28、29日泰瑞德国际医疗集团邀请您参加性感训练营恋上性福！,产品推广,产品推广,特长或素质培训,特长或素质培训
myy,ljh,13bc7e57-ab16-48dd-baa6-b931e2466b2e,814,http://www.rabbitpre.com/m/Y3yQvaz,大米熊童装企业招商宣传,大米熊童装企业招商宣传，谢谢您的关注！我们致力做的更好！。,招商,招商,服装,服装
myy,ljh,5f29e1eb-9d9b-4c89-bbba-7f7b9582d049,815,http://www.rabbitpre.com/m/rIbYva1,六一快乐！西安学而思培优-五年级周周测10解析,西安学而思培优-五年级周周测10解析,产品推广,产品推广,应试及考证培训,应试及考证培训
myy,ljh,dc0a3334-bbc2-43e9-a241-18bcb1a096a2,816,http://www.rabbitpre.com/m/JNJFzqD,致敬人力资源-2016激励机制提升班邀请,专业模版精心打造，替换内容方便快捷,产品推广,产品推广,商业经验技能培训,商业经验技能培训
myy,ljh,805019d1-ea27-44c3-9734-413dc2049667,817,http://www.rabbitpre.com/m/Znb6If6mR,妈妈，我爱你,妈妈，我有很多话想对你说...,产品推广,产品推广,珠宝,珠宝
myy,ljh,da52e879-2226-4663-940e-9ce96b58142a,818,http://www.rabbitpre.com/m/ybE37Quy6,进口食品折扣店开业啦！,不出国门，尽享世界美食！,产品推广,开业;产品推广,休闲食品;酒;奶制品;软饮料,休闲食品;零售渠道
myy,ljh,f91d9c2d-a664-4e21-b201-98297d1e0ffa,819,http://www.rabbitpre.com/m/62FfqizbR,第三届中国保护生物学论坛,第二轮通知,行业论坛,行业论坛,科研,科研
myy,ljh,2f5e091b-b711-4d9b-a431-d8b137545ffc,820,http://www.rabbitpre.com/m/QBfAfiI,友谊梦幻圣诞抢先看！,祝各位亲圣诞节快乐，Merry Christmas!,产品推广,产品推广,零售渠道,零售渠道
myy,ljh,f1a55a97-ce4c-407f-b422-7add8d0efba7,821,http://www.rabbitpre.com/m/eEJv6IviK,商南大牌开年红!!!这次错过在等半年！,3三月19，秦东宾馆宴会厅与你共同见证工厂特卖！,产品推广,产品推广,家装建材,家装建材
myy,ljh,c6ac8983-5c30-41d6-b2b7-dad6fe66d836,822,http://www.rabbitpre.com/m/ZBrq2qo,迎中秋，百信药店开业大酬宾！,,产品推广,开业;产品推广,医药用品,医药用品
myy,ljh,6a4fb2cc-4b77-4beb-8f0a-2e9c0cac7410,823,http://www.rabbitpre.com/m/3UjqQjp,吉林市博物馆展览邀请函,,博物/艺术展,博物/艺术展,文娱,无行业
myy,ljh,08fa3515-a21a-4654-8891-6fa6c2ed3cbe,824,http://www.rabbitpre.com/m/NmNuiVvEQ,中秋节，看大秀，领豪礼！,来不及解释了，中秋节，这车你必须得上！,产品推广,产品推广,服装,服装
myy,ljh,7bedee36-dbc5-46f0-af78-e137493b0212,825,http://www.rabbitpre.com/m/fYVjymg,不苟同于平凡的力量！,诚信为邦，诚善兴邦,产品推广,产品推广,商业地产;咨询,咨询;地产中介
myy,ljh,10da191e-efce-4b80-894b-c0756c8b32a4,826,http://www.rabbitpre.com/m/IfEJ37eq8,新安集团恭贺新春大吉,给您拜年啦！,节日祝福,节日祝福,化工,化工
myy,ljh,284169dc-1c0f-4904-a3f3-5324e0713d82,827,http://www.rabbitpre.com/m/uqaEnrMmr,我是第{{count}}位山西人，我为南方洪灾中的群众祈福！,洪水无情，但你我有情。,心灵鸡汤,心灵鸡汤,无行业,无行业
myy,ljh,559e60cc-d1b9-477f-9517-860e14dbafc2,828,http://www.rabbitpre.com/m/QvEJVr0,花都博皇5周年嘉年华盛大开幕！,送轿车！送全屋家电！,产品推广,产品推广,家装建材;家具,家装建材;家具
myy,ljh,0d8f0996-99d6-4e09-be1d-04fa7c178e8b,829,http://www.rabbitpre.com/m/aUBQ2riFl,鸿图伟业资产管理有限公司,招聘：电话销售、网络销售、销售代表、分析师。,招聘,招聘,理财,咨询
myy,ljh,f17dbd51-9178-4f40-a966-c40e489d8a0c,830,http://www.rabbitpre.com/m/EbUBJnX,爱很简单，留住视光,春节回家，给爸妈一份被忽略的礼物！,产品推广,产品推广,眼镜,眼镜
myy,ljh,6001ef2e-ab0a-4a42-aad0-acadfed5da14,831,http://www.rabbitpre.com/m/uyFvyzzVT,三亚太阳湾柏悦酒店 招贤纳士,我们关爱每一个人，让他们尽善尽美显真我。,招聘,招聘,酒店,酒店
myy,ljh,1450258e-2719-49aa-a036-79d9901b051e,832,http://www.rabbitpre.com/m/UBYviNQ24,领取丨仁和医美88元脱毛包年,仁和医美，百万设备，飞顿超冰，88元脱毛包年，不限次数，不限时间。,产品推广,产品推广,美容整形,美容整形
myy,ljh,579af17d-ddd0-4ac2-b511-874bf5a4e6cf,833,http://www.rabbitpre.com/m/MIv6YvyjM,休闲旅游哪里去，藏马山国际旅游度假区！,藏马山一日游发车喽~每周六、日发车！快乐畅游藏马山，轻松舒适一整天！,产品推广,产品推广,旅游,度假
myy,ljh,4d6e83d7-b4a0-4445-81f0-e99736d11b8c,834,http://www.rabbitpre.com/m/MIZZJZRQc,SEI医保报销说明,,事务性通知/科普,事务性通知/科普,医疗,医疗
myy,ljh,0bad51e5-6bed-46b9-a54e-fd365a7db7a5,835,http://www.rabbitpre.com/m/QYZfqaERg,2016年最火爆兼职平台,V5学院工作介绍,封禁,封禁,无行业,无行业
myy,ljh,63e2e0b8-e715-41e2-a4bf-14456d5ee63a,836,http://www.rabbitpre.com/m/7BRJ3qH,凤凰之星·少儿才艺大赛全省启动仪式暨官方新闻发布会邀请函,6月18日，凤凰之星将在广州增城1978创意园举行新闻发布会，诚邀您莅临参与指导。,艺术竞赛,艺术竞赛,政府综合服务,无行业
myy,ljh,0a361e03-eafe-474b-84f8-cd0416b4bb44,837,http://www.rabbitpre.com/m/UJ3zrijr1,世界那么大，来这里就对了！——内推求贤季,世界那么大，来这里就对了！你来，我要和你好好谈谈,招聘,招聘,实业平台,实业平台
myy,ljh,599a127f-300b-4b0a-9c11-70ff8cd9701c,838,http://www.rabbitpre.com/m/rYzUBfA,"""新三峡十大旅游新景观""特别推荐—忠县三峡港湾国际旅游度假区","""新三峡十大旅游新景观""特别推荐——忠县三峡港湾国际旅游度假",产品推广,产品推广,度假,旅游
myy,ljh,df488b64-53ad-4166-a630-caa341dd73a6,839,http://www.rabbitpre.com/m/vmm6jqh,爱，无微不至,优美4小时鲜奶速递，七夕，送爱到您家！,产品推广,产品推广,奶制品,奶制品
myy,ljh,b6cfa06b-18f7-4e71-a969-a9d5bf835b81,840,http://www.rabbitpre.com/m/MQmzrijzB,李海不锈钢,致力于不锈钢加工、制作、安装等服务。承接门窗、橱柜、楼梯扶手等不锈钢产品的制作加工。,产品推广,产品推广,材料,家装建材
myy,ljh,1c71622e-e3af-410d-8fef-d865044b210d,841,http://www.rabbitpre.com/m/3iAbmul,《丙申年》特种邮票首发仪式邀请函,首发仪式邀请函 诚邀您的参与,产品推广,产品推广,艺术品古董,邮政
