标注人_0,标注人_1,appid,序号,url,title,desc,0_场景,1_场景,0_行业,1_行业,,,,,,
ljh,zz,1b0c986b-7c72-406b-b0fb-0169aa974e71,253,www.rabbitpre.com/m/FNJfaiB,全-国-征-集-令,百度，挖掘你身边的好门店！自己为自己代言！ ,招募,艺术竞赛,工具软件,内容平台,,,,,,
ljh,zz,97a7afa8-98ae-47bc-a2fa-6d00fa202f75,254,www.rabbitpre.com/m/qaiFZvMer,宜家 · 蚊虫防治方案解决商,宜家围绕家用卫生杀虫和家居香薰、空气净化两大品牌线，精心打造宜家驱蚊系列、杀蟑系列、防蛀系列、香薰系,产品推广,产品推广,常见生活日用(可考虑再细分),材料,,,,,,
ljh,zz,05eef5e2-9486-438e-8430-1a04346805b6,255,www.rabbitpre.com/m/rM2F37eaa,麦啦GPOS宣传片,麦啦GPOS 不仅仅是POS机,产品推广,产品推广,非生活消费品,工具软件,,,,,,
ljh,zz,ecad2d1a-f553-4632-bf7d-ba9e597487cb,256,www.rabbitpre.com/m/2NY3VRYRx,聚优福利产品介绍,聚优福利产品介绍,产品推广,产品推广,实业平台,非生活材料,,,,,,
ljh,zz,b0c0705c-efbc-402f-8412-867cd2a68085,257,www.rabbitpre.com/m/FJvMQei7G,张家港第一届绿色家装博览会震撼来袭！,让我们相约柏丽酒店。 10月23日，不见不散！,行业展会,产品推广,家装建材,家装建材,,,,,,
ljh,zz,f872f4c4-af7d-4495-9605-0a8a9267ed87,259,www.rabbitpre.com/m/zNAmFZZnB,聚焦电商招聘,专业模板打造，只为方便大家。,招聘,招聘,电商,工具软件,,,,,,
ljh,zz,ae66d36f-c983-4ec9-b73b-24a7261e42eb,260,www.rabbitpre.com/m/NNBJBzo,Lucky7Club年会启动,L7年会将于2016年1月17日于北京君德益艺术馆举行，欢迎各界赞助合作。 ,俱乐部活动,俱乐部,无行业,汽车服务,,,,,,
ljh,zz,8a5515e3-b17e-463f-b3da-bace57cdc75f,261,www.rabbitpre.com/m/zzryzzFnF,湖南世纪天睿传媒文化有限责任公司，寻找有才华、高颜值的你！,如果你，不违法，有想法； 如果你，可正经，可逗比； 如果你，不甘平凡，不安于现状……欢迎你加入!,招聘,招聘,媒体,广告,,,,,,
ljh,zz,363b2233-d7eb-477a-b030-13eaebd04070,262,www.rabbitpre.com/m/NZ7FbeG,南海网“新系博鳌”之一,博鳌亚洲论坛迎来“15岁生日”。今天的博鳌，将迎来一批“新面孔”,行业论坛,政府事务,无行业,,,,,,,
ljh,zz,68c5aed3-ae7e-4868-aa18-666b24735d26,263,www.rabbitpre.com/m/ZNju63g,她的节日，一起来陪“她”,每个女人都有一个梦。经年之后，依旧如花，仍美如画~,产品推广,产品推广,酒店,旅游,,,,,,
ljh,zz,66765bfc-0403-458e-ae3f-60fbebc972a6,265,www.rabbitpre.com/m/vaiVfMQeP,#缇丽莎尔精英团2016盛世年会#,#缇丽莎尔.精英团团长:谢露女士诚挚的邀请您参加2016年度盛会#,俱乐部活动,行业论坛,无行业,保健按摩,,,,,,
ljh,zz,89bfa55d-870f-4b62-851e-7f6b4f9d8df9,266,www.rabbitpre.com/m/Am7IB2N2G,2016年呼浩特市第二十一中学教职人员招募通知,呼浩特市第二十一中学教职人员招募，等待优秀的你加入，我们共成长，同进步。,招聘,招募,学校教育,,,,,,,
ljh,zz,e91d8555-cee6-45d0-9d5b-da8e3da7241b,267,www.rabbitpre.com/m/6mN2r6mN2,B区周年趴，150元优惠券随便送~,★即日起至6月19日★B区商城邀你一起High～,产品推广,产品推广,电商,贸易批发,,,,,,
ljh,zz,49373528-5449-4408-be96-626865417795,269,www.rabbitpre.com/m/ZVna2aO,让梦想照进现实，华安VR眼镜免费送！,华安期货开户送豪礼，免费VR眼镜等您来拿，小伙伴您还等什么，赶快行动吧！,产品推广,产品推广,理财,工具软件,,,,,,
ljh,zz,4e4c0d00-d844-4f29-89c3-0cf7ec05f576,270,www.rabbitpre.com/m/R2bqUfa60,柑柑好品牌济南推介会,柑柑好品牌济南推介会将于2016年10月11日在山东舜和国际大酒店隆重举办。,产品推广,行业展会,茶,茶,,,,,,
ljh,zz,e3f03def-6a82-4cfb-9c65-80e467803f6b,272,www.rabbitpre.com/m/bmaaMvM,会计证年检 报名,参加2015-2016年度会计继续教育（会计证年检）报名。,产品推广,产品推广,应试及考证培训,应试及考试培训,,,,,,
ljh,zz,230920cc-3276-4f9c-8343-bfebdcc5074d,278,www.rabbitpre.com/m/QYRYfUBYK,云南万兴隆集团——中秋团购手册,在中秋即将到来之际，云南万兴隆集团已备好丰富的节日礼品，等您来选！,产品推广,产品推广,粮油副食,贸易批发,,,,,,
ljh,zz,a71131a0-02d0-43ee-a15e-d188854b065b,280,www.rabbitpre.com/m/bY7zI3Z,建水百盛电器国庆送豪礼/疯抢家电,9月28日-10月9日建水百盛电器送豪礼，疯狂抢家电,产品推广,产品推广,家电,零售渠道,,,,,,
ljh,zz,b10cf86b-d90d-407c-a905-bc92ef21869b,283,www.rabbitpre.com/m/zEFNjmN,呼和浩特广播电视台新媒矩阵,新媒矩阵,产品推广,产品推广,媒体,广告,,,,,,
ljh,zz,868766a4-e6f7-4437-af35-d2ec4f541337,284,www.rabbitpre.com/m/veYVzyt,北京联合大学旅游学院2016年硕士研究生调剂,欢迎广大考生调剂到北京联合大学旅游学院攻读硕士学位！,产品推广,政府事务,学校教育,信息发布,,,,,,
ljh,zz,9908b24f-7d36-4932-93f6-71b0e27a3c1f,286,www.rabbitpre.com/m/3aIRJz2,阳东汇丰工贸有限公司,汇丰公司企业产品展示册。,产品推广,产品推广,常见生活日用(可考虑再细分),材料,,,,,,
ljh,zz,d4e44237-0925-4331-b755-13c2cdf64b7b,287,www.rabbitpre.com/m/qEfu6r0,戎威远保安公司祝您除夕快乐,戎威远保安公司祝您除夕快乐，除夕除夕，除去烦恼，除去霉运，迎接美好希望。,节日祝福,产品推广,安保,安保,,,,,,
ljh,zz,e40e6473-c9ed-41e3-b183-7721fb337518,288,www.rabbitpre.com/m/3F3VR2VZT,毕业季 一路有你,,日记相册,校园事务,无行业,,,,,,,
ljh,zz,0b682c5d-5196-49a4-8416-9bba6f1c0042,289,www.rabbitpre.com/m/njFnzrybA,惊人的高考内幕，从今天开始你也要做准备啦！,揭秘高考降分的秘密...,产品推广,产品推广,应试及考证培训,应试及考试培训,,,,,,
ljh,zz,6d5fac86-ed20-4857-af22-0bdcb4ba6b6c,290,www.rabbitpre.com/m/RFfMbqh,澳思美招聘,有你的加入 澳思美便更完美了！,招聘,招聘,美妆,护肤,医药用品,,,,,
ljh,zz,130509a7-125b-4175-bebd-256a013afc61,291,www.rabbitpre.com/m/zzb6mNuEr,圣乐培训营汇演特会,欢迎来到我们当中，一起来赞美我们的神,演出,个人其他,特长或素质培训,,,,,,,
ljh,zz,d0048e8c-9ced-41f4-8264-ba1b8c3e8e73,295,www.rabbitpre.com/m/fAre63d,热烈祝贺三志物流山东子公司济南至成都开通双流落货点,三志物流山东分公司，我们将竭诚为您服务！,产品推广,产品推广,物流,生鲜水果,汽车,物流,,,,
ljh,zz,515ac18c-95a4-4267-90c4-009333ff509d,297,www.rabbitpre.com/m/3Fnjrijbc,踏着春天的节拍，绽放自然的精彩！— —诚邀您共聚多彩规溪！,多彩规溪，邀您共游！ 云和县规溪踏春赏油菜花活动强力来袭，这个春天不一般！,产品推广,政府事务,旅游,,,,,,,
myy,tml,2258c2fa-a882-4668-94d0-31098e0cdab2,1001,http://www.rabbitpre.com/m/fE3jV3bMP,MIKAEL D 亚洲首秀,2016/05/13  北京 中国民族贸易促进会,产品推广,行业展会,服装,服装相关,,,,,,
myy,tml,9eb1ee8a-50a8-498a-9c11-fd73543f03cf,1004,http://www.rabbitpre.com/m/iAZvieO,七彩世界,小星星暑期托管班招生啦~,产品推广,校园事务,特长或素质培训,特长或素质培训,,,,,,
myy,tml,06d84791-36d1-485d-a8c4-51f6dd0c9ccc,1005,http://www.rabbitpre.com/m/vaAvqig,过几天温岭的人都可以过上这样的生活！！,,开业,产品推广,家具,其它3C产品,,,,,,
myy,tml,dd710ed1-46e9-4634-9629-3ac75dcc670b,1007,http://www.rabbitpre.com/m/bUZJ3z7AV,“大师面对面”公益冬令营招募计划-K12全素质教育[报名],让孩子与大师面对面，发现天才，成就天才，就从这里开始！给孩子成为未来大师的机会！,招募,产品推广,特长或素质培训,特长或素质培训,,,,,,
myy,tml,20fbd32e-ff2b-40b2-b11c-87d4c46b723a,1008,http://www.rabbitpre.com/m/MFj67nm,宠物也有医保了,“宠e宝”是由国内最大宠物安全服务平台看到网携手中国平安共同推出的宠物综合服务项目,产品推广,产品推广,保险,家政物业,,,,,,
myy,tml,a6fd8e62-53e3-4046-8698-93617d327e97,1009,http://www.rabbitpre.com/m/jVB2FnVvQ,兴业华福一家亲，行员答谢计划，等您来参加！,兴业华福一家亲，行员答谢计划，等您来参加！华福证券太原营业部主办！神秘大礼等着您！,产品推广,产品推广,工具软件,证券,,,,,,
myy,tml,bbe7eb39-fa9e-4181-b36a-1d5e734b5986,1010,http://www.rabbitpre.com/m/byIfAbg,鑫福艺术文化中心开业了！,宝贝们快来分享链接积赞换礼品吧！赶快加入我们吧！,封禁,产品推广,无行业,特长或素质培训,,,,,,
myy,tml,500c5b3f-2a32-45b7-acba-6c5b5878208b,1012,http://www.rabbitpre.com/m/J73Ajqn,天津大学第20届仪器设备展示会,诚挚邀请广大教职员工及同学参加！,行业展会,校园事务,科研,学校教育,,,,,,
myy,tml,8b9b849d-39bf-4d6e-aacd-181dd8801d3e,1013,http://www.rabbitpre.com/m/AvARZvE,也许我该重新定义清明节！,也许多年后，我的孙女，也会指着我的照片，说着我的故事….  ,心灵鸡汤,心灵鸡汤,咨询,无行业,,,,,,
myy,tml,ab9d82d7-2fc6-4e08-9dee-9d17b069bea9,1015,http://www.rabbitpre.com/m/QInj7YBIV,朝阳学校暑期托管火热报名中,朝阳学校暑期托管火热报名中个……,产品推广,校园事务,特长或素质培训,特长或素质培训,,,,,,
myy,tml,17f9fc18-444f-4153-9823-816fa975cc84,1017,http://www.rabbitpre.com/m/NAmzbqqiz,兴盛哈贝智趣园盛夏招生正式启幕！,兴盛哈贝智趣园盛夏招生正式启幕！,产品推广,校园事务,学校教育,特长或素质培训,,,,,,
myy,tml,686cfdf1-97cb-4c34-b0d2-bae15420f18f,1018,http://www.rabbitpre.com/m/bizzV3Fng,闹市街众筹合同客户签约指引,杭州通帮信息科技有限公司——“闹市街”商城店铺经营使用权首期众筹协议。,产品推广,事务性通知/科普,电商,电商,,,,,,
myy,tml,c003fadb-e28c-4532-9e57-52fbc7aad0fe,1021,http://www.rabbitpre.com/m/fEvEzma,一起来，创未来！,2016实体+互联网+金融财富盛宴,招商,行业论坛,电商,互联网金融,,,,,,
myy,tml,7a2118bf-d226-4a8a-9ec3-194883a981f1,1024,http://www.rabbitpre.com/m/MI3r6eUJu,【段氏广东分会梅田村年度大型活动】,【宗亲请在倒数第二页留言墙留言】,朋友聚会,朋友聚会,无行业,其它社会服务,,,,,,
myy,tml,2e148ef5-b934-47ae-92a7-2514a0f80d87,1025,http://www.rabbitpre.com/m/3VnbUZ3r0,蚌埠豪门娱乐会所,,产品推广,产品推广,休闲娱乐场所,其它休闲娱乐场所,,,,,,
myy,tml,42b5a02d-0bb3-4277-a821-b3c5cd4e4e72,1027,http://www.rabbitpre.com/m/RnIRZfQ,和顺育优幼儿园秋季火热报名中！,开始报名啦~优惠有限，预报从速！招生热线：13302682048（陈园长） 0660-3360048,产品推广,校园事务,学校教育,学校教育,,,,,,
myy,tml,cdfbcec3-acc6-48fe-881e-192c6513f538,1028,http://www.rabbitpre.com/m/27IfUJvi8,山东汇信灯光音响有限公司,招聘前台、工程方案设计师、工程方案设计助理、工程技术安装员、店面仓管，应往届毕业生均可。,招聘,招聘,家电,非生活消费品,,,,,,
myy,tml,a74c7a13-467d-4650-8d51-e93b1af96c0f,1031,http://www.rabbitpre.com/m/VnrMmFZJP,全城聚焦6月26日韩城尚品宅配开业盛典,全城聚焦6月26日韩城尚品宅配开业盛典,开业,开业,家具,住宅,,,,,,
myy,tml,752a3f12-1f8e-4cbe-9f9a-25fe6ebd690a,1033,http://www.rabbitpre.com/m/ayuuQzT,吴忠邮政给您拜年了！,值此新春佳节来临之际，吴忠邮政全体员工祝您及家人猴年大吉，万事如意！,产品推广,节日祝福,通信,无行业,,,,,,
myy,tml,d5140d03-66e5-4b88-9602-d818edf07e5a,1035,http://www.rabbitpre.com/m/Jnjj7uaUM,沃莱菲  祝您圣诞快乐！,浙江沃莱菲装饰材料有限公司祝您圣诞节快乐！ 愿您未来的日子平安快乐到永远!,产品推广,节日祝福,家装建材,家装建材,,,,,,
myy,tml,56cdb948-1212-4ea1-b67d-44aba6b12738,1037,http://www.rabbitpre.com/m/au67nuJ,Last  one 毕业设计专场音乐会,,其他宴请,校园事务,无行业,学校教育,,,,,,
myy,tml,325f9c1a-1235-4566-955a-5d5e8d20be68,1044,http://www.rabbitpre.com/m/V7N7F3a,3月26日我们一起去泸溪助学吧,为了帮助吉首市泸溪镇这六位贫困山区学生完成学业，驴友仁善爱心社发出倡议：社会各界爱心人士伸出援助之手,公益,公益,无行业,其它社会服务,,,,,,
myy,tml,29d03b62-90f3-47b1-8893-9c389e051f48,1045,http://www.rabbitpre.com/m/ayb6mNeag,身价测试,,封禁,心灵鸡汤,无行业,无行业,,,,,,
myy,tml,1529a604-bff9-431d-b83e-ef12257ea312,1047,http://www.rabbitpre.com/m/biNmbURA3,9月9日国之哀日，我是第{{count}}位给毛主席鲜花的人,,个人其它,节日祝福,无行业,无行业,,,,,,
myy,tml,0b359297-2e9f-44a0-8ac7-d8dd70630bb1,1049,http://www.rabbitpre.com/m/3e2mEb5,一曲《窗外》送给我牵挂的人！,,封禁,心灵鸡汤,无行业,无行业,,,,,,
myy,tml,eebad306-6b0e-4dd4-9643-73e868c6c69d,1050,http://www.rabbitpre.com/m/YvEnrM2zx,中融新大集团招聘人才,期待您的加入！,招聘,招聘,能源,材料,,,,,,
myy,tml,8233c790-f23a-4384-aa0e-2b9e0997ac74,1052,http://www.rabbitpre.com/m/UBYJvMua1,肩颈舒缓组合免费送,关注健康 保证品质 给您不一样的用户体验,产品推广,产品推广,电商,保健按摩,,,,,,
myy,tml,6e6578a6-3653-44e4-9d7a-7b484a372128,1053,http://www.rabbitpre.com/m/QbQ3Ez8,平安驾校特惠招生！,学车没必要到处找熟人介绍教练，去了也是一视同仁。你该关心的应该是。。。,产品推广,产品推广,特长或素质培训,应试及考证培训,,,,,,
myy,tml,8fe66be1-62cd-4c95-a63b-401b7116681f,1055,http://www.rabbitpre.com/m/fyuammt,重百永川商场/超市/电器三业态同庆【感恩同行 华彩15载】,时光流逝，岁月更迭。15年来感谢有您同行。9月8-11日永川重百期待与您相约华彩15载！,产品推广,年会/庆典,零售渠道,购物中心,,,,,,
myy,tml,8b191bf3-1b71-49d3-9586-b8c11f4b4137,1056,http://www.rabbitpre.com/m/FJnFfEvUF,我是第{{count}}位知道这个秘密的人，你知道了吗？,你知道吗？想知道一个秘密很难，但是点击本活动了解流程却很容易,产品推广,行业展会,零售渠道,家装建材,,,,,,
myy,tml,9b674496-f737-4355-805e-49668684eb25,1059,http://www.rabbitpre.com/m/Ef6ZV3D,"1月22-24天津苏宁&苏泊尔""年货抢先购  把爱带回家”",错过了元旦？那就快来苏宁吧，比元旦更优惠！！！,产品推广,产品推广,家电,零售渠道,,,,,,
myy,tml,3605a027-8406-4de1-95af-280b49a3b049,1061,http://www.rabbitpre.com/m/FvQBZrZ,#金太阳2017春夏新品设计营商周#1路相伴，历9弥新,16年的相伴，变化的是时空，不变的在心中。金太阳领创的脚步从未停息，与你坚定心中所向，伴你一路同行。,产品推广,行业展会,家纺,家纺,,,,,,
myy,tml,694dea5e-611b-46b6-9952-e619272ea51a,1065,http://www.rabbitpre.com/m/BQ2NYnzrS,麻团欢乐内购会,,产品推广,产品推广,零售渠道,无行业,,,,,,
myy,tml,87550e6b-cdb4-4aaa-9428-6370574c80ee,1066,http://www.rabbitpre.com/m/zmqURzG,畅想学校399元玩转初中暑假,,产品推广,校园事务,应试及考证培训,特长或素质培训,,,,,,
myy,tml,6587d662-aaaf-4241-b45d-86696c1d21f8,1067,http://www.rabbitpre.com/m/JNvAJbR,正信光电诚邀英才,时间流逝我们无法阻止，当机会来敲门时…你还在等什么？ ,招聘,招聘,能源,材料,,,,,,
myy,tml,6b8d09bc-e2ce-4d91-8382-88b22f120e06,1068,http://www.rabbitpre.com/m/jAnMVvi,2016，腾飞的大中！骄傲的大中！,,产品推广,校园事务,学校教育,学校教育,,,,,,
myy,tml,cad56280-1d29-4ac2-aff9-ed15c6275234,1070,http://www.rabbitpre.com/m/nUNveyu,《艺友画会30周年回顾展》邀请函,85‘美术新潮—武汉的第一声呐喊,博物/艺术展,行业展会,艺术品古董,艺术品古董,,,,,,
myy,tml,6d65551b-8dec-40fe-8b4f-8d09f32010b9,1071,http://www.rabbitpre.com/m/zbqM2zNeM,荆门广播电视台邀请函,荆门广播电视台诚挚邀请您的莅临!扫描二微码观注荆门广播电视台官方微信...,其它见面会,行业论坛,影视,媒体,,,,,,
myy,tml,44195c18-1a18-411a-9fd9-ba5984133839,1072,http://www.rabbitpre.com/m/Q2jFReqM3,武汉建银华盛投资集团有限公司2016年招、投标公告,为了适应集团发展的需求，提供更优质的产品和服务于我们的客户，提升客户满意度。,招商,招商,汽车服务,金融财会,,,,,,
myy,tml,f9b846eb-18d9-4c26-bbaa-317b4fe74321,1074,http://www.rabbitpre.com/m/vEFFB36,『心感恩 梦起舞』佳莱2015年欢庆嘉年华,佳莱与您相约 2016年1月15~17日 广东·珠海,年会/庆典,年会/庆典,商业地产,度假,能源,电商,服装相关,,,
myy,tml,7f053172-282a-4c63-810d-d38eff1d567a,1078,http://www.rabbitpre.com/m/YB32eyi,中国电建集团贵州工程公司恭贺新禧！,兔展祝您新年快乐,产品推广,节日祝福,能源,基建,,,,,,
myy,tml,1d458f22-cadc-4a68-b1b9-73f716a48bab,1080,http://www.rabbitpre.com/m/MJ3MJrV,如此 美容医师又聚会 2016,医学美容从业者的低端交流聚会 如此低调 11月6日北京丰联会议中心,产品推广,行业论坛,美容整形,美容整形,,,,,,
myy,tml,21375916-f444-4b30-a1ef-d58ce3ad2c92,1081,http://www.rabbitpre.com/m/JJJRJzl,EDS会员商城基础操作手册,包括EDS会员商城微信绑定、EDS会员商城消费者注册及购买、EDS会员商城E·淘实体店下载注册。,事务性通知/科普,产品推广,电商,电商,,,,,,
myy,tml,9dc7f069-3a99-4f53-afe1-18ffd0064d4e,1082,http://www.rabbitpre.com/m/eMmbiVBYI,2016新款凉垫,宁夏牧羊人车饰品有限公司2016年新款凉垫。,产品推广,产品推广,家纺,汽车配饰,,,,,,
myy,tml,32f2b011-66e4-49c3-a7ea-3f21870e9f36,1083,http://www.rabbitpre.com/m/iAV3aqI,我爱你这件事，其实很简单~,10张插画看完整段恋情，请温柔打开，深情阅读~,产品推广,心灵鸡汤,护肤,无行业,,,,,,
myy,tml,8963b7b4-dbb8-4029-935e-6b1ef889b209,1086,http://www.rabbitpre.com/m/NNzmQ3P,邀请函—中国超级模特大赛辽宁赛区,2016第十一届中国超级模特大赛辽宁赛区（2016年3月7日）邀请函,艺术竞赛,竞赛,学校教育,其它社会服务,,,,,,
myy,tml,55e374cb-f24e-407e-b0d5-0f1d6de5352b,1088,http://www.rabbitpre.com/m/niA7NjQ,不可不去的湘西原味古镇,深藏在湘西大山中的原味古镇——洗车河镇。,产品推广,产品推广,旅游,政府综合服务,,,,,,
myy,tml,ed305b8f-d701-485a-9779-770793bf5bdc,1089,http://www.rabbitpre.com/m/mQJRvqI,二〇一六·关于一场盛会的回忆录,喜迎国庆乐万家，心系安全筑幸福--2016年广东建华安全生产文艺晚会,年会/庆典,年会/庆典,家装建材,建筑业,,,,,,
myy,tml,9e7d1b65-d9dd-4bb0-b7f8-416d74ca7916,1090,http://www.rabbitpre.com/m/FbYvu2h,《魔宫魅影》私人包场请你看！不虐不要钱！虐哭吓坏都算我的！,《魔宫魅影》免费观影活动，报完即止！私人活动，仅限亲友！《京城81号》原班人马再次组团献礼（吓人）！,产品推广,朋友聚会,影视,无行业,,,,,,
myy,tml,25fc1a1c-8354-4b58-b727-c1b9fb03843a,1093,http://www.rabbitpre.com/m/BRzMnya,优女郎邀您参加中国济南微商博览会,第三届中国微商博览会邀请函,招商,行业展会,电商,电商,,,,,,
myy,tml,21985d7f-3273-45b7-9eed-e89d6306c486,1094,http://www.rabbitpre.com/m/EReqMAm7d,兰威年华生命密码邀请函,2016年07月09日中国上海，上海兰威生物科技有限公司《兰威年华·生命密码》盛会即将召开,产品推广,行业展会,美容整形,个人护理,,,,,,
myy,tml,821919b3-3a70-423e-88da-179ebca2dcea,1095,http://www.rabbitpre.com/m/n2Yfaqv,兜售生活态度,Ashley Homestore,产品推广,产品推广,家具,家居软饰,,,,,,
myy,tml,6ea38556-f499-45f7-ab5d-a97a47b57a3a,1096,http://www.rabbitpre.com/m/zYveM3y,春季养生健骨 · 试试三七药酒,,产品推广,产品推广,医药用品,保健品/OTC,,,,,,
myy,tml,23da5184-72c0-4c88-809d-0647f421bc43,1097,http://www.rabbitpre.com/m/2baibybUt,河北省黄骅市【海鸥音响商行】万利达音响送壕礼物,活动地区：河北省黄骅市【海鸥音响商行】,产品推广,产品推广,家电,3C产品相关配件,,,,,,
myy,tml,f4f9ddbf-ceb2-4813-897b-24e4cec5af6b,1098,http://www.rabbitpre.com/m/m6fIzaa,好吃到不行的烧烤海鲜，绝对赞！,老黑大排档盛装开业，活动期间全场8折，含酒水【更有秘制小龙虾，等你哦】,开业,产品推广,餐饮,餐饮,,,,,,
myy,tml,74639548-0652-4714-903c-64e53aa14028,1100,http://www.rabbitpre.com/m/U36ni2G,凯盛集团ＳＮＥＣ邀请函,凯盛集团ＳＮＥＣ邀请函,产品推广,行业展会,能源,材料,,,,,,
myy,zxw,8d9f76eb-d810-4677-bfde-30a4973ba227,1202,http://www.rabbitpre.com/m/EJ3VZZvaN,我是第{{count}}位参加此次点击的用户,现代生态循环农业标准操作流程整体解决方案提供商。,产品推广,产品推广,农业,广告,产品推广,农业,,,,
myy,zxw,e2b942f1-0c6e-418d-9383-731a44c12895,1203,http://www.rabbitpre.com/m/YRuMm7eUp,腾讯 小小Q陪伴你过圣诞,Merry Christmas 你还在等什么？整个冬天有我（Qrobot）陪伴你。,产品推广,产品推广,其它3C产品,工具软件,产品推广,其它3C产品,,,,
myy,zxw,ac809a36-0f04-4c98-bde2-f4dbcf115cdf,1204,http://www.rabbitpre.com/m/6eUfaM2zd,全域旅游慢生活圈,话山画水慢生活圈是一种真正的生活方式，是您乡下的家。扫码关注，让我们一起回家,产品推广,产品推广,旅游,实业平台,产品推广,实业平台,,,,
myy,zxw,c4e32dc8-cb77-40c1-be92-bdb59cf7f35c,1207,http://www.rabbitpre.com/m/ey7m7AIf0,五星礼仪讲师--做“礼”的传播者,如果你想要成为一名礼仪讲师，就得下决心像讲师一样去思考、感受及行动，最后你就会成为一名真正的礼仪讲师,产品推广,产品推广,商业经验技能培训,特长或素质培训,产品推广,商业经验技能培训,,,,
myy,zxw,ca6bb744-2416-4003-9191-461c45bd7533,1208,http://www.rabbitpre.com/m/aMfeiad,? 寻新疆最美的雪中胡杨，美！美！美！,,事务性通知/科普,心灵鸡汤,无行业,无行业,事务性通知/科普,无行业,,,,
myy,zxw,20d0f032-819e-41a7-b664-ffd1756fc8ad,1209,http://www.rabbitpre.com/m/JJnqI3L,金证股份2017校园招聘,金证股份2016校园招聘！金空浩瀚，风华证茂，互联金融等你来！,招聘,招聘,互联网金融,工具软件,招聘,互联网金融,,,,
myy,zxw,40cbe2bd-0ce4-4f5e-848f-fa116e5f18c3,1210,http://www.rabbitpre.com/m/BjYRjyH,10.12福建,,产品推广,产品推广,零售渠道,购物中心,产品推广,零售渠道,,,,
myy,zxw,daca5ecd-7d03-4956-b370-3a4e7d4f90f1,1212,http://www.rabbitpre.com/m/riz7mFReD,舌尖上的美食——超凡（沈阳北行）美食班儿,美食班儿定于12月12-13日，提供家常菜、面食、甜点、无烟油炸类食品、披萨、西点等美食体验教学体验培训，欢迎各位热爱美食的大家们前来体验。,产品推广,产品推广,特长或素质培训,商业经验技能培训,产品推广,特长或素质培训,,,,
myy,zxw,e9f9c0f0-dfbf-4850-bca7-380fbe9fa9e5,1213,http://www.rabbitpre.com/m/rERYfMQAT,招聘-福建土楼自然博物馆,等你来挑战,招聘,招聘,文娱,政府综合服务,招聘,其它社会服务,？,,,
myy,zxw,e09731ec-0873-4f6f-9a1f-137a4d31e247,1214,http://www.rabbitpre.com/m/ANbqii6,百万红包送送送！,"天子温泉贺新年，百万红包大派送，十二项主题活动""乐""动""泉""城，无需购票，邀您免费参加",产品推广,节日祝福,度假,度假,产品推广,度假,,,,
myy,zxw,0cee8c60-2428-474c-b258-594c1b3ae106,1215,http://www.rabbitpre.com/m/BV3UBrC,天青色等雨，而我在等你  大陈乡村旅游创客联盟招募队员,永康人的“丽江小镇”正在筹备中，现公开招募有思想，有创意的店主加入我们！,招募,招商,旅游,度假,招商,度假,,,,
myy,zxw,bc39ee8e-f462-4487-9abe-5d743c5f3f39,1217,http://www.rabbitpre.com/m/Y3Mniex,牛山一小社团共建轮滑组志愿者招募,欢迎会轮滑的同学报名,招募,招募,学校教育,运动健身,校园事务,学校教育,,,,
myy,zxw,b7583b3b-f9e0-4e46-acc8-7e66f498809b,1219,http://www.rabbitpre.com/m/ay72V3b6y,台湾三佳第6期抛光与镀晶培训开始招生啦~！,,产品推广,校园事务,商业经验技能培训,商业经验技能培训,产品推广,商业经验技能培训,,,,
myy,zxw,4138d431-2903-4078-9b27-fd45ea36c185,1221,http://www.rabbitpre.com/m/NQAmV3FRd,红馆六周年庆！ 双店同庆！双重惊喜！！,红馆六周年啦~ 感谢一路上有大家的陪伴。特此在周年之际举行购物返现，购物赠好礼的活动！欢迎大家光临！,产品推广,年会/庆典,零售渠道,购物中心,产品推广,零售渠道,,,,
myy,zxw,e2e3f08b-8d92-4d5c-8708-789de54bc5eb,1222,http://www.rabbitpre.com/m/FbYnyiv,别让“教门”伤到教门人,,个人其它,心灵鸡汤,无行业,无行业,心灵鸡汤,无行业,,,,
myy,zxw,85a47461-1eeb-47bc-a8e3-c35f7a52b7b1,1223,http://www.rabbitpre.com/m/n6ZBNjh,我是第{{count}}位查询童心余额的宝宝，你也来查查吧~,我的童心还在，你的呢~,产品推广,心灵鸡汤,工具软件,无行业,产品推广,实业平台,,,,
myy,zxw,ba18c2af-42ba-45dd-9f77-10feae502126,1224,http://www.rabbitpre.com/m/Bfuimml,竹溪·云窝众筹项目策划书,消费变投资，众筹赢天下！,招聘,招商,酒店,住宅,招聘,酒店,,,,
myy,zxw,44627354-2d4b-4142-98e5-2b9d5a451f6c,1225,http://www.rabbitpre.com/m/MreQjed,自由90创业谷开放招商啦,杭州自由90创业谷开放招商。创业洞天福地就在这里，最后黄金2000㎡。,招商,招商,商业地产,地产中介,招商,商业地产,,,,
myy,zxw,eee4f62c-63fb-4321-8a04-dc4d34024a9b,1227,http://www.rabbitpre.com/m/jjzrEvM2B,2016年新谭小学89届同学会照片集锦（完整版）,27年相聚（2016年09月10-11日）,校友会,朋友聚会,无行业,无行业,校友会,无行业,,,,
myy,zxw,f783d9a4-a5d9-4cbd-a996-a37e57b0f196,1229,http://www.rabbitpre.com/m/faq6IZvUz,超级聚划算鼎一联盟大牌钜献,超级聚划算鼎一联盟大牌钜献，快来抢购吧！！,产品推广,产品推广,家装建材,电商,产品推广,家装建材,,,,
